Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales , COGS , Profit ,Date,Month Number, Month Name ,Year,,
Government,Canada, Paseo , High ,2632, $10.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 "," $26,320.00 "," $775,124.00 ",6/1/2014,6, June ,2014,,
Enterprise,Canada, Paseo , High ,1583, $10.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 "," $15,830.00 "," $156,321.25 ",6/1/2014,6, June ,2014,,
Channel Partners,Mexico, Paseo , High ,571, $10.00 , $12.00 ," $6,852.00 ", $890.76 ," $5,961.24 "," $5,710.00 ", $251.24 ,7/1/2014,7, July ,2014,,
Government,France, Paseo , High ,2696, $10.00 , $7.00 ," $18,872.00 "," $2,453.36 "," $16,418.64 "," $26,960.00 "," $(10,541.36)",8/1/2014,8, August ,2014,,
Midmarket,Canada, Paseo , High ,1565, $10.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $15,650.00 "," $4,773.25 ",10/1/2014,10, October ,2014,,
Government,Canada, Paseo , High ,1249, $10.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",10/1/2014,10, October ,2014,,
Government,Germany, Paseo , High ,357, $10.00 , $350.00 ," $124,950.00 "," $16,243.50 "," $108,706.50 "," $3,570.00 "," $105,136.50 ",11/1/2014,11, November ,2014,,
Channel Partners,Germany, Paseo , High ,1013, $10.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $10,130.00 ", $445.72 ,12/1/2014,12, December ,2014,,
Midmarket,France, Velo , High ,3997.5, $120.00 , $15.00 ," $59,962.50 "," $7,795.13 "," $52,167.38 "," $479,700.00 "," $(427,532.63)",1/1/2014,1, January ,2014,,
Government,Canada, Velo , High ,2632, $120.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 "," $315,840.00 "," $485,604.00 ",6/1/2014,6, June ,2014,,
Government,France, Velo , High ,1190, $120.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $142,800.00 "," $(135,552.90)",6/1/2014,6, June ,2014,,
Channel Partners,Mexico, Velo , High ,604, $120.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $72,480.00 "," $(66,174.24)",6/1/2014,6, June ,2014,,
Midmarket,Germany, Velo , High ,660, $120.00 , $15.00 ," $9,900.00 "," $1,287.00 "," $8,613.00 "," $79,200.00 "," $(70,587.00)",9/1/2013,9, September ,2013,,
Channel Partners,Mexico, Velo , High ,410, $120.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $49,200.00 "," $(44,919.60)",10/1/2014,10, October ,2014,,
Small Business,Mexico, Velo , High ,2605, $120.00 , $300.00 ," $781,500.00 "," $101,595.00 "," $679,905.00 "," $312,600.00 "," $367,305.00 ",11/1/2013,11, November ,2013,,
Channel Partners,Germany, Velo , High ,1013, $120.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $121,560.00 "," $(110,984.28)",12/1/2014,12, December ,2014,,
Enterprise,Canada, VTT , High ,1583, $250.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 "," $395,750.00 "," $(223,598.75)",6/1/2014,6, June ,2014,,
Midmarket,Canada, VTT , High ,1565, $250.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $391,250.00 "," $(370,826.75)",10/1/2014,10, October ,2014,,
Enterprise,Canada, Amarilla , High ,1659, $260.00 , $125.00 ," $207,375.00 "," $26,958.75 "," $180,416.25 "," $431,340.00 "," $(250,923.75)",1/1/2014,1, January ,2014,,
Government,France, Amarilla , High ,1190, $260.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $309,400.00 "," $(302,152.90)",6/1/2014,6, June ,2014,,
Channel Partners,Mexico, Amarilla , High ,410, $260.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $106,600.00 "," $(102,319.60)",10/1/2014,10, October ,2014,,
Channel Partners,Germany, Amarilla , High ,1770, $260.00 , $12.00 ," $21,240.00 "," $2,761.20 "," $18,478.80 "," $460,200.00 "," $(441,721.20)",12/1/2013,12, December ,2013,,
Government,Mexico, Carretera , High ,2579, $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 "," $7,737.00 "," $36,621.80 ",4/1/2014,4, April ,2014,,
Government,USA, Carretera , High ,1743, $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 "," $5,229.00 "," $24,750.60 ",5/1/2014,5, May ,2014,,
Government,USA, Carretera , High ,2996, $3.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $8,988.00 "," $9,047.92 ",10/1/2013,10, October ,2013,,
Government,Germany, Carretera , High ,280, $3.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 ", $840.00 , $845.60 ,12/1/2014,12, December ,2014,,
Government,France, Montana , High ,293, $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 "," $1,465.00 ", $298.86 ,2/1/2014,2, February ,2014,,
Government,USA, Montana , High ,2996, $5.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10, October ,2013,,
Midmarket,Germany, Paseo , High ,278, $10.00 , $15.00 ," $4,170.00 ", $583.80 ," $3,586.20 "," $2,780.00 ", $806.20 ,2/1/2014,2, February ,2014,,
Government,Canada, Paseo , High ,2428, $10.00 , $20.00 ," $48,560.00 "," $6,798.40 "," $41,761.60 "," $24,280.00 "," $17,481.60 ",3/1/2014,3, March ,2014,,
Midmarket,USA, Paseo , High ,1767, $10.00 , $15.00 ," $26,505.00 "," $3,710.70 "," $22,794.30 "," $17,670.00 "," $5,124.30 ",9/1/2014,9, September ,2014,,
Channel Partners,France, Paseo , High ,1393, $10.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $13,930.00 ", $445.76 ,10/1/2014,10, October ,2014,,
Government,Germany, VTT , High ,280, $250.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 "," $70,000.00 "," $(68,314.40)",12/1/2014,12, December ,2014,,
Channel Partners,France, Amarilla , High ,1393, $260.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $362,180.00 "," $(347,804.24)",10/1/2014,10, October ,2014,,
Channel Partners,USA, Amarilla , High ,2015, $260.00 , $12.00 ," $24,180.00 "," $3,385.20 "," $20,794.80 "," $523,900.00 "," $(503,105.20)",12/1/2013,12, December ,2013,,
Small Business,Mexico, Carretera , High ,801, $3.00 , $300.00 ," $240,300.00 "," $33,642.00 "," $206,658.00 "," $2,403.00 "," $204,255.00 ",7/1/2014,7, July ,2014,,
Enterprise,France, Carretera , High ,1023, $3.00 , $125.00 ," $127,875.00 "," $17,902.50 "," $109,972.50 "," $3,069.00 "," $106,903.50 ",9/1/2013,9, September ,2013,,
Small Business,Canada, Carretera , High ,1496, $3.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 "," $4,488.00 "," $381,480.00 ",10/1/2014,10, October ,2014,,
Small Business,USA, Carretera , High ,1010, $3.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $3,030.00 "," $257,550.00 ",10/1/2014,10, October ,2014,,
Midmarket,Germany, Carretera , High ,1513, $3.00 , $15.00 ," $22,695.00 "," $3,177.30 "," $19,517.70 "," $4,539.00 "," $14,978.70 ",11/1/2014,11, November ,2014,,
Midmarket,Canada, Carretera , High ,2300, $3.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $6,900.00 "," $22,770.00 ",12/1/2014,12, December ,2014,,
Enterprise,Mexico, Carretera , High ,2821, $3.00 , $125.00 ," $352,625.00 "," $49,367.50 "," $303,257.50 "," $8,463.00 "," $294,794.50 ",12/1/2013,12, December ,2013,,
Government,Canada, Montana , High ,2227.5, $5.00 , $350.00 ," $779,625.00 "," $109,147.50 "," $670,477.50 "," $11,137.50 "," $659,340.00 ",1/1/2014,1, January ,2014,,
Government,Germany, Montana , High ,1199, $5.00 , $350.00 ," $419,650.00 "," $58,751.00 "," $360,899.00 "," $5,995.00 "," $354,904.00 ",4/1/2014,4, April ,2014,,
Government,Canada, Montana , High ,200, $5.00 , $350.00 ," $70,000.00 "," $9,800.00 "," $60,200.00 "," $1,000.00 "," $59,200.00 ",5/1/2014,5, May ,2014,,
Government,Canada, Montana , High ,388, $5.00 , $7.00 ," $2,716.00 ", $380.24 ," $2,335.76 "," $1,940.00 ", $395.76 ,9/1/2014,9, September ,2014,,
Government,Mexico, Montana , High ,1727, $5.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10, October ,2013,,
Midmarket,Canada, Montana , High ,2300, $5.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $11,500.00 "," $18,170.00 ",12/1/2014,12, December ,2014,,
Government,Mexico, Paseo , High ,260, $10.00 , $20.00 ," $5,200.00 ", $728.00 ," $4,472.00 "," $2,600.00 "," $1,872.00 ",2/1/2014,2, February ,2014,,
Midmarket,Canada, Paseo , High ,2470, $10.00 , $15.00 ," $37,050.00 "," $5,187.00 "," $31,863.00 "," $24,700.00 "," $7,163.00 ",9/1/2013,9, September ,2013,,
Midmarket,Canada, Paseo , High ,1743, $10.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",10/1/2013,10, October ,2013,,
Channel Partners,USA, Paseo , High ,2914, $10.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $29,140.00 ", $932.48 ,10/1/2014,10, October ,2014,,
Government,France, Paseo , High ,1731, $10.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $17,310.00 "," $(6,889.38)",10/1/2014,10, October ,2014,,
Government,Canada, Paseo , High ,700, $10.00 , $350.00 ," $245,000.00 "," $34,300.00 "," $210,700.00 "," $7,000.00 "," $203,700.00 ",11/1/2014,11, November ,2014,,
Channel Partners,Canada, Paseo , High ,2222, $10.00 , $12.00 ," $26,664.00 "," $3,732.96 "," $22,931.04 "," $22,220.00 ", $711.04 ,11/1/2013,11, November ,2013,,
Government,USA, Paseo , High ,1177, $10.00 , $350.00 ," $411,950.00 "," $57,673.00 "," $354,277.00 "," $11,770.00 "," $342,507.00 ",11/1/2014,11, November ,2014,,
Government,France, Paseo , High ,1922, $10.00 , $350.00 ," $672,700.00 "," $94,178.00 "," $578,522.00 "," $19,220.00 "," $559,302.00 ",11/1/2013,11, November ,2013,,
Enterprise,Mexico, Velo , High ,1575, $120.00 , $125.00 ," $196,875.00 "," $27,562.50 "," $169,312.50 "," $189,000.00 "," $(19,687.50)",2/1/2014,2, February ,2014,,
Government,USA, Velo , High ,606, $120.00 , $20.00 ," $12,120.00 "," $1,696.80 "," $10,423.20 "," $72,720.00 "," $(62,296.80)",4/1/2014,4, April ,2014,,
Small Business,USA, Velo , High ,2460, $120.00 , $300.00 ," $738,000.00 "," $103,320.00 "," $634,680.00 "," $295,200.00 "," $339,480.00 ",7/1/2014,7, July ,2014,,
Small Business,Canada, Velo , High ,269, $120.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $32,280.00 "," $37,122.00 ",10/1/2013,10, October ,2013,,
Small Business,Germany, Velo , High ,2536, $120.00 , $300.00 ," $760,800.00 "," $106,512.00 "," $654,288.00 "," $304,320.00 "," $349,968.00 ",11/1/2013,11, November ,2013,,
Government,Mexico, VTT , High ,2903, $250.00 , $7.00 ," $20,321.00 "," $2,844.94 "," $17,476.06 "," $725,750.00 "," $(708,273.94)",3/1/2014,3, March ,2014,,
Small Business,USA, VTT , High ,2541, $250.00 , $300.00 ," $762,300.00 "," $106,722.00 "," $655,578.00 "," $635,250.00 "," $20,328.00 ",8/1/2014,8, August ,2014,,
Small Business,Canada, VTT , High ,269, $250.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",10/1/2013,10, October ,2013,,
Small Business,Canada, VTT , High ,1496, $250.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 "," $374,000.00 "," $11,968.00 ",10/1/2014,10, October ,2014,,
Small Business,USA, VTT , High ,1010, $250.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $252,500.00 "," $8,080.00 ",10/1/2014,10, October ,2014,,
Government,France, VTT , High ,1281, $250.00 , $350.00 ," $448,350.00 "," $62,769.00 "," $385,581.00 "," $320,250.00 "," $65,331.00 ",12/1/2013,12, December ,2013,,
Small Business,Canada, Amarilla , High ,888, $260.00 , $300.00 ," $266,400.00 "," $37,296.00 "," $229,104.00 "," $230,880.00 "," $(1,776.00)",3/1/2014,3, March ,2014,,
Enterprise,USA, Amarilla , High ,2844, $260.00 , $125.00 ," $355,500.00 "," $49,770.00 "," $305,730.00 "," $739,440.00 "," $(433,710.00)",5/1/2014,5, May ,2014,,
Channel Partners,France, Amarilla , High ,2475, $260.00 , $12.00 ," $29,700.00 "," $4,158.00 "," $25,542.00 "," $643,500.00 "," $(617,958.00)",8/1/2014,8, August ,2014,,
Midmarket,Canada, Amarilla , High ,1743, $260.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $453,180.00 "," $(430,695.30)",10/1/2013,10, October ,2013,,
Channel Partners,USA, Amarilla , High ,2914, $260.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $757,640.00 "," $(727,567.52)",10/1/2014,10, October ,2014,,
Government,France, Amarilla , High ,1731, $260.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $450,060.00 "," $(439,639.38)",10/1/2014,10, October ,2014,,
Government,Mexico, Amarilla , High ,1727, $260.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $449,020.00 "," $(438,623.46)",10/1/2013,10, October ,2013,,
Midmarket,Mexico, Amarilla , High ,1870, $260.00 , $15.00 ," $28,050.00 "," $3,927.00 "," $24,123.00 "," $486,200.00 "," $(462,077.00)",11/1/2013,11, November ,2013,,
Enterprise,France, Carretera , High ,1174, $3.00 , $125.00 ," $146,750.00 "," $22,012.50 "," $124,737.50 "," $3,522.00 "," $121,215.50 ",8/1/2014,8, August ,2014,,
Enterprise,Germany, Carretera , High ,2767, $3.00 , $125.00 ," $345,875.00 "," $51,881.25 "," $293,993.75 "," $8,301.00 "," $285,692.75 ",8/1/2014,8, August ,2014,,
Enterprise,Germany, Carretera , High ,1085, $3.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 "," $3,255.00 "," $112,026.25 ",10/1/2014,10, October ,2014,,
Small Business,Mexico, Montana , High ,546, $5.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 "," $2,730.00 "," $136,500.00 ",10/1/2014,10, October ,2014,,
Government,Germany, Paseo , High ,1158, $10.00 , $20.00 ," $23,160.00 "," $3,474.00 "," $19,686.00 "," $11,580.00 "," $8,106.00 ",3/1/2014,3, March ,2014,,
Midmarket,Canada, Paseo , High ,1614, $10.00 , $15.00 ," $24,210.00 "," $3,631.50 "," $20,578.50 "," $16,140.00 "," $4,438.50 ",4/1/2014,4, April ,2014,,
Government,Mexico, Paseo , High ,2535, $10.00 , $7.00 ," $17,745.00 "," $2,661.75 "," $15,083.25 "," $25,350.00 "," $(10,266.75)",4/1/2014,4, April ,2014,,
Government,Mexico, Paseo , High ,2851, $10.00 , $350.00 ," $997,850.00 "," $149,677.50 "," $848,172.50 "," $28,510.00 "," $819,662.50 ",5/1/2014,5, May ,2014,,
Midmarket,Canada, Paseo , High ,2559, $10.00 , $15.00 ," $38,385.00 "," $5,757.75 "," $32,627.25 "," $25,590.00 "," $7,037.25 ",8/1/2014,8, August ,2014,,
Government,USA, Paseo , High ,267, $10.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $2,670.00 "," $1,869.00 ",10/1/2013,10, October ,2013,,
Enterprise,Germany, Paseo , High ,1085, $10.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 "," $10,850.00 "," $104,431.25 ",10/1/2014,10, October ,2014,,
Midmarket,Germany, Paseo , High ,1175, $10.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $11,750.00 "," $3,231.25 ",10/1/2014,10, October ,2014,,
Government,USA, Paseo , High ,2007, $10.00 , $350.00 ," $702,450.00 "," $105,367.50 "," $597,082.50 "," $20,070.00 "," $577,012.50 ",11/1/2013,11, November ,2013,,
Government,Mexico, Paseo , High ,2151, $10.00 , $350.00 ," $752,850.00 "," $112,927.50 "," $639,922.50 "," $21,510.00 "," $618,412.50 ",11/1/2013,11, November ,2013,,
Channel Partners,USA, Paseo , High ,914, $10.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $9,140.00 ", $182.80 ,12/1/2014,12, December ,2014,,
Government,France, Paseo , High ,293, $10.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $2,930.00 "," $2,051.00 ",12/1/2014,12, December ,2014,,
Channel Partners,Mexico, Velo , High ,500, $120.00 , $12.00 ," $6,000.00 ", $900.00 ," $5,100.00 "," $60,000.00 "," $(54,900.00)",3/1/2014,3, March ,2014,,
Midmarket,France, Velo , High ,2826, $120.00 , $15.00 ," $42,390.00 "," $6,358.50 "," $36,031.50 "," $339,120.00 "," $(303,088.50)",5/1/2014,5, May ,2014,,
Enterprise,France, Velo , High ,663, $120.00 , $125.00 ," $82,875.00 "," $12,431.25 "," $70,443.75 "," $79,560.00 "," $(9,116.25)",9/1/2014,9, September ,2014,,
Small Business,USA, Velo , High ,2574, $120.00 , $300.00 ," $772,200.00 "," $115,830.00 "," $656,370.00 "," $308,880.00 "," $347,490.00 ",11/1/2013,11, November ,2013,,
Enterprise,USA, Velo , High ,2438, $120.00 , $125.00 ," $304,750.00 "," $45,712.50 "," $259,037.50 "," $292,560.00 "," $(33,522.50)",12/1/2013,12, December ,2013,,
Channel Partners,USA, Velo , High ,914, $120.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $109,680.00 "," $(100,357.20)",12/1/2014,12, December ,2014,,
Government,Canada, VTT , High ,865.5, $250.00 , $20.00 ," $17,310.00 "," $2,596.50 "," $14,713.50 "," $216,375.00 "," $(201,661.50)",7/1/2014,7, July ,2014,,
Midmarket,Germany, VTT , High ,492, $250.00 , $15.00 ," $7,380.00 "," $1,107.00 "," $6,273.00 "," $123,000.00 "," $(116,727.00)",7/1/2014,7, July ,2014,,
Government,USA, VTT , High ,267, $250.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $66,750.00 "," $(62,211.00)",10/1/2013,10, October ,2013,,
Midmarket,Germany, VTT , High ,1175, $250.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $293,750.00 "," $(278,768.75)",10/1/2014,10, October ,2014,,
Enterprise,Canada, VTT , High ,2954, $250.00 , $125.00 ," $369,250.00 "," $55,387.50 "," $313,862.50 "," $738,500.00 "," $(424,637.50)",11/1/2013,11, November ,2013,,
Enterprise,Germany, VTT , High ,552, $250.00 , $125.00 ," $69,000.00 "," $10,350.00 "," $58,650.00 "," $138,000.00 "," $(79,350.00)",11/1/2014,11, November ,2014,,
Government,France, VTT , High ,293, $250.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $73,250.00 "," $(68,269.00)",12/1/2014,12, December ,2014,,
Small Business,France, Amarilla , High ,2475, $260.00 , $300.00 ," $742,500.00 "," $111,375.00 "," $631,125.00 "," $643,500.00 "," $(12,375.00)",3/1/2014,3, March ,2014,,
Small Business,Mexico, Amarilla , High ,546, $260.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 "," $141,960.00 "," $(2,730.00)",10/1/2014,10, October ,2014,,
Government,Mexico, Montana , High ,1368, $5.00 , $7.00 ," $9,576.00 "," $1,436.40 "," $8,139.60 "," $6,840.00 "," $1,299.60 ",2/1/2014,2, February ,2014,,
Government,Canada, Paseo , High ,723, $10.00 , $7.00 ," $5,061.00 ", $759.15 ," $4,301.85 "," $7,230.00 "," $(2,928.15)",4/1/2014,4, April ,2014,,
Channel Partners,USA, VTT , High ,1806, $250.00 , $12.00 ," $21,672.00 "," $3,250.80 "," $18,421.20 "," $451,500.00 "," $(433,078.80)",5/1/2014,5, May ,2014,,
